,,,,,,,,,,,,,15,,316,5,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,333,11,,4,,66,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,342,7,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,328,9,,4,,,,,,,,,,,,,,,
Abernethy Golf Club,United Kingdom,Highlands,Nethy Bridge,PH25 3EB,01479 821305,info@abernethygolfclub.com,http://www.abernethygolfclub.com,Abernethy Golf CLub,Red,,,68,1,,294,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,112,18,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,295,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,308,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,211,14,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,292,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,360,1,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,230,16,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,307,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,294,12,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,112,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,295,9,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,308,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,211,13,,4,,4818,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,292,4,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,360,2,,5,,72,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,230,15,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,307,7,,4,,,,,,,,,,,,,,,
,,,,,,,,Abernethy Golf CLub,White,,,66,1,,301,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,115,18,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,304,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,315,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,217,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,303,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,414,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,246,16,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,319,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,301,12,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,115,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,304,9,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,315,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,217,13,,3,,5068,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,303,4,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,414,2,,4,,66,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,246,15,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,319,7,,4,,,,,,,,,,,,,,,
,,,,,,,,Abernethy Golf CLub,Yellow,,,64,1,,286,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,113,18,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,292,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,269,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,166,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,280,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,378,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,210,16,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,301,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,286,12,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,113,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,292,9,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,269,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,166,13,,3,,4590,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,280,4,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,378,2,,4,,66,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,210,15,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,301,7,,4,,,,,,,,,,,,,,,
Aboyne Golf Club,United Kingdom,Grampian,Formaston Park! Aboyne,AB34 5HP,013398 86328 ,aboynegolf@btinternet.com,http://www.aboynegolfclub.co.uk,Aboyne Golf Club,Yellow,,,68,1,,227,12,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,373,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,362,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,156,18,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,385,2,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,330,14,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,471,4,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,153,16,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,382,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,478,11,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,380,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,163,15,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,383,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,173,13,,3,,5744,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,354,7,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,404,3,,4,,68,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,344,17,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,226,9,,3,,,,,,,,,,,,,,,
,,,,,,,,Aboyne Golf Club,White,,,69,1,,236,7,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,379,4,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,380,15,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,160,18,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,395,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,345,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,483,17,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,166,13,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,389,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,499,14,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,388,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,178,12,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,408,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,180,10,,3,,5975,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,377,5,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,431,2,,4,,68,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,351,16,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,230,9,,3,,,,,,,,,,,,,,,
,,,,,,,,Aboyne Golf Club - 9 Hole,Yellow,,,65,1,,250,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,340,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,190,1,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,110,9,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,485,4,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,130,3,,3,,2560,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,480,7,,5,,45,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,435,2,,4,,34,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,140,5,,3,,,,,,,,,,,,,,,
Adare Manor Golf Club,United Kingdom,Central Scotland,Rochsoles! Airdrie,ML6 0PQ,01236 762195,www.adaremanorgolfclub.com,http://www.adaremanorgolfclub.com,Adare Golf Club,White,,,72,1,,407,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,401,9,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,391,13,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,164,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,389,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,177,15,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,502,7,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,384,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,543,11,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,379,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,157,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,514,8,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,407,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,399,4,,4,,6590,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,336,16,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,148,12,,3,,72,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,381,18,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,511,2,,5,,,,,,,,,,,,,,,
,,,,,,,,Adare Golf Club,Yellow,,,72,1,,378,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,374,9,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,369,13,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,120,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,347,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,145,15,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,472,7,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,327,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,513,11,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,353,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,141,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,483,8,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,377,6,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,383,4,,4,,6063,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,326,16,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,136,12,,3,,72,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,352,18,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,467,2,,5,,,,,,,,,,,,,,,
Aigas Golf Course,United Kingdom,Highlands,Mains of Aigas! Beauly,IV4 7AD,01463 782942,aigas@cali.co.uk,http://www.cali.co.uk/aigas/a.htm,Aigas - Box,White,,,63,1,,515,5,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,140,9,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,395,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,190,13,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,126,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,323,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,140,7,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,270,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,253,15,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,515,6,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,140,10,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,395,2,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,190,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,126,18,,3,,4704,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,323,4,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,140,8,,3,,66,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,270,12,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,253,16,,4,,,,,,,,,,,,,,,
,,,,,,,,Aigas Golf Course,Yellow,,,65,1,,524,5,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,140,9,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,395,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,190,13,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,126,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,323,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,140,7,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,270,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,253,15,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,524,6,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,140,10,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,395,2,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,190,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,126,18,,3,,4722,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,323,4,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,140,8,,3,,66,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,270,12,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,253,16,,4,,,,,,,,,,,,,,,
Airdrie Golf Club,United Kingdom,Central Scotland,Glenmavis Road! Rochsoles! Airdrie,ML6 0PQ,01236 762195 ,info@airdriegolfclub.co.uk,http://www.airdriegolfclub.co.uk/,Airdrie,Yellow,,,67,1,,250,11,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,431,3,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,320,15,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,120,17,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,382,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,384,7,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,377,5,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,183,13,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,452,9,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10,,327,10,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,,160,14,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,,263,8,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13,,409,2,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,14,,302,18,,4,,5648,,,,,,,,,,,,,
,,,,,,,,,,,,,15,,289,16,,4,,171,,,,,,,,,,,,,
,,,,,,,,,,,,,16,,374,6,,4,,69,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,410,4,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,18,,215,12,,3,,,,,,,,,,,,,,,
Airthrey Golf Course (Stirling University),United Kingdom,Central Scotland,Airthrey Castle! University of Stirling,FK9 4LA,01786 466915,,,Airthrey - 9 Hole,Green,,,0,1,,153,2,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,133,5,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,,133,4,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,115,7,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5,,101,6,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6,,85,9,,3,,1097,,,,,,,,,,,,,
,,,,,,,,,,,,,7,,144,1,,3,,45,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,93,8,,3,,27,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,140,3,,3,,,,,,,,,,,,,,,
Alexandra Park Golf Club,United Kingdom,Central Scotland,Alexandra Park! Dennistown! Glasgow,G31 8SE,0141 556 1294,,http://www.glasgow.gov.uk/en/Residents/Parks_Outdoors/Activities/Golf/alexandragolfcourse.htm,Alexandra Park Golf Club,Yellow,,,0,1,,351,1,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,221,2,,3,,,,,,,,,,,,,,,
