,,,,,,,,,,,,,14,,348,6,,4,,68
,,,,,,,,,,,,,15,,119,18,,3,,
,,,,,,,,,,,,,16,,423,2,,4,,
,,,,,,,,,,,,,17,,305,14,,4,,
,,,,,,,,,,,,,18,,145,10,,3,,
Birr Golf Club,Ireland,Central,The Glenns! Birr! Offaly! Eire,,00353 509 20082,info@birrgolfclub.com,http://www.birrgolfclub.com/,Birr Golf Club,Yellow,,,70,1,,264,13,,4,,
,,,,,,,,,,,,,2,,313,15,,4,,
,,,,,,,,,,,,,3,,123,18,,3,,
,,,,,,,,,,,,,4,,312,7,,4,,
,,,,,,,,,,,,,5,,444,17,,5,,
,,,,,,,,,,,,,6,,427,11,,5,,
,,,,,,,,,,,,,7,,355,3,,4,,
,,,,,,,,,,,,,8,,154,9,,3,,
,,,,,,,,,,,,,9,,400,1,,4,,
,,,,,,,,,,,,,10,,313,8,,4,,
,,,,,,,,,,,,,11,,363,2,,4,,
,,,,,,,,,,,,,12,,340,12,,4,,5559
,,,,,,,,,,,,,13,,349,4,,4,,171
,,,,,,,,,,,,,14,,160,14,,3,,70
,,,,,,,,,,,,,15,,217,6,,3,,
,,,,,,,,,,,,,16,,285,16,,4,,
,,,,,,,,,,,,,17,,360,10,,4,,
,,,,,,,,,,,,,18,,380,5,,4,,
Blacklion Golf Club,Ireland,Central,Toam! Blacklion! Cavan! Eire,,072 55034,info@blackliongolf.eu,http://www.blackliongolf.eu/,,N/A,,,N/A,,,,,,,,
Cabra Castle Golf Club,Ireland,Central,Kingscourt! Cavan! Eire,,042 966 7030,,http://www.cabracastle.com/,Cabra Castle Golf Club - 9 Hole,White,,,0,1,,394,3,,3,,
,,,,,,,,,,,,,2,,184,7,,7,,
,,,,,,,,,,,,,3,,405,6,,6,,
,,,,,,,,,,,,,4,,142,9,,9,,
,,,,,,,,,,,,,5,,372,2,,2,,
,,,,,,,,,,,,,6,,372,8,,8,,
,,,,,,,,,,,,,7,,459,1,,1,,
,,,,,,,,,,,,,8,,372,4,,4,,
,,,,,,,,,,,,,9,,405,5,,5,,
Castle Barna Golf Club,Ireland,Central,Daingean! TullamoreOffaly,,+353 57 93 53384,info@castlebarna.ie,http://www.castlebarna.ie/,Castle Barna Golf Club,Blue,,,71,1,,337,7,,4,,
,,,,,,,,,,,,,2,,308,13,,4,,
,,,,,,,,,,,,,3,,173,3,,3,,
,,,,,,,,,,,,,4,,262,9,,4,,
,,,,,,,,,,,,,5,,167,11,,3,,
,,,,,,,,,,,,,6,,474,5,,5,,
,,,,,,,,,,,,,7,,402,17,,5,,
,,,,,,,,,,,,,8,,375,1,,4,,
,,,,,,,,,,,,,9,,109,15,,3,,
,,,,,,,,,,,,,10,,422,18,,5,,
,,,,,,,,,,,,,11,,175,8,,3,,
,,,,,,,,,,,,,12,,346,10,,4,,5782
,,,,,,,,,,,,,13,,282,16,,4,,171
,,,,,,,,,,,,,14,,333,14,,4,,72
,,,,,,,,,,,,,15,,374,2,,4,,
,,,,,,,,,,,,,16,,459,12,,5,,
,,,,,,,,,,,,,17,,383,6,,4,,
,,,,,,,,,,,,,18,,401,4,,4,,
,,,,,,,,Castle Barna Golf Club,White,,,70,1,,354,7,,4,,
,,,,,,,,,,,,,2,,335,13,,4,,
,,,,,,,,,,,,,3,,173,3,,3,,
,,,,,,,,,,,,,4,,282,9,,4,,
,,,,,,,,,,,,,5,,179,11,,3,,
,,,,,,,,,,,,,6,,491,5,,5,,
,,,,,,,,,,,,,7,,435,17,,5,,
,,,,,,,,,,,,,8,,408,1,,4,,
,,,,,,,,,,,,,9,,116,15,,3,,
,,,,,,,,,,,,,10,,457,18,,5,,
,,,,,,,,,,,,,11,,165,8,,3,,
,,,,,,,,,,,,,12,,334,10,,4,,6054
,,,,,,,,,,,,,13,,273,16,,4,,171
,,,,,,,,,,,,,14,,361,14,,4,,72
,,,,,,,,,,,,,15,,407,2,,4,,
,,,,,,,,,,,,,16,,464,12,,5,,
,,,,,,,,,,,,,17,,406,6,,4,,
,,,,,,,,,,,,,18,,414,4,,4,,
,,,,,,,,Castle Barna Golf Club - Medal,White,,,0,1,,347,3,,4,,
,,,,,,,,,,,,,2,,275,13,,4,,
,,,,,,,,,,,,,3,,178,7,,3,,
,,,,,,,,,,,,,4,,262,9,,4,,
,,,,,,,,,,,,,5,,167,11,,3,,
,,,,,,,,,,,,,6,,474,5,,5,,
,,,,,,,,,,,,,7,,402,17,,5,,
,,,,,,,,,,,,,8,,375,1,,4,,
,,,,,,,,,,,,,9,,143,15,,3,,
,,,,,,,,,,,,,10,,422,18,,5,,
,,,,,,,,,,,,,11,,175,14,,3,,
,,,,,,,,,,,,,12,,346,10,,4,,5798
,,,,,,,,,,,,,13,,282,16,,4,,171
,,,,,,,,,,,,,14,,333,8,,4,,72
,,,,,,,,,,,,,15,,374,2,,4,,
,,,,,,,,,,,,,16,,459,12,,5,,
,,,,,,,,,,,,,17,,383,6,,4,,
,,,,,,,,,,,,,18,,401,4,,4,,
Castleblayney Golf Club,Ireland,Central,Muckno Park! Castleblayney! Monaghan! Eire,,00353 42 9749485,raymond@mchugh.ie,http://www.castleblayneygolfclub.com/,,N/A,,,N/A,,,,,,,,
Clones Golf Club,Ireland,Central,Hilton Park! Clones! Monaghan! Eire,,00353 47 56017,info@clonesgolf.com,http://www.clonesgolf.com/,Hilton,White,,,0,1,,351,4,,4,,
,,,,,,,,,,,,,2,,137,18,,3,,
,,,,,,,,,,,,,3,,472,12,,5,,
,,,,,,,,,,,,,4,,159,16,,3,,
,,,,,,,,,,,,,5,,321,10,,4,,
,,,,,,,,,,,,,6,,370,6,,4,,
,,,,,,,,,,,,,7,,383,2,,4,,
,,,,,,,,,,,,,8,,344,8,,4,,
,,,,,,,,,,,,,9,,324,14,,4,,
,,,,,,,,,,,,,10,,176,13,,3,,
,,,,,,,,,,,,,11,,426,17,,5,,
,,,,,,,,,,,,,12,,370,3,,4,,5977
,,,,,,,,,,,,,13,,204,11,,3,,171
,,,,,,,,,,,,,14,,366,5,,4,,71
,,,,,,,,,,,,,15,,382,1,,4,,
,,,,,,,,,,,,,16,,492,15,,5,,
,,,,,,,,,,,,,17,,336,9,,4,,
,,,,,,,,,,,,,18,,364,7,,4,,
Concra Wood Golf & Country Club,Ireland,Central,Castleblayney! County Monaghan! Monaghan,,353 42 9749485,info@concrawood.ie,info@concrawood.ie,Concra Wood,Black,,,74,1,,547,13,,5,,
,,,,,,,,,,,,,2,,437,3,,4,,
,,,,,,,,,,,,,3,,385,17,,4,,
,,,,,,,,,,,,,4,,594,7,,5,,
,,,,,,,,,,,,,5,,448,1,,4,,
,,,,,,,,,,,,,6,,194,15,,3,,
,,,,,,,,,,,,,7,,416,5,,4,,
,,,,,,,,,,,,,8,,405,9,,4,,
,,,,,,,,,,,,,9,,195,11,,3,,
,,,,,,,,,,,,,10,,474,8,,4,,
,,,,,,,,,,,,,11,,401,4,,4,,
,,,,,,,,,,,,,12,,205,16,,3,,7258
,,,,,,,,,,,,,13,,544,10,,5,,171
,,,,,,,,,,,,,14,,176,18,,3,,72
,,,,,,,,,,,,,15,,514,14,,5,,
,,,,,,,,,,,,,16,,467,2,,4,,
,,,,,,,,,,,,,17,,448,6,,4,,
,,,,,,,,,,,,,18,,408,12,,4,,
,,,,,,,,Concra Wood,Gold,,,73,1,,530,13,,5,,
,,,,,,,,,,,,,2,,416,3,,4,,
,,,,,,,,,,,,,3,,371,17,,4,,
,,,,,,,,,,,,,4,,574,7,,5,,
,,,,,,,,,,,,,5,,437,1,,4,,
,,,,,,,,,,,,,6,,178,15,,3,,
,,,,,,,,,,,,,7,,372,5,,4,,
,,,,,,,,,,,,,8,,382,9,,4,,
,,,,,,,,,,,,,9,,190,11,,3,,
,,,,,,,,,,,,,10,,445,8,,4,,
,,,,,,,,,,,,,11,,383,4,,4,,
,,,,,,,,,,,,,12,,186,16,,3,,6888
,,,,,,,,,,,,,13,,528,10,,5,,171
,,,,,,,,,,,,,14,,173,18,,3,,72
,,,,,,,,,,,,,15,,481,14,,5,,
,,,,,,,,,,,,,16,,440,2,,4,,
,,,,,,,,,,,,,17,,401,6,,4,,
,,,,,,,,,,,,,18,,401,12,,4,,
,,,,,,,,Concra Wood,Green,,,71,1,,515,13,,5,,
,,,,,,,,,,,,,2,,385,3,,4,,
,,,,,,,,,,,,,3,,355,17,,4,,
,,,,,,,,,,,,,4,,556,7,,5,,
,,,,,,,,,,,,,5,,420,1,,4,,
,,,,,,,,,,,,,6,,167,15,,3,,
,,,,,,,,,,,,,7,,363,5,,4,,
,,,,,,,,,,,,,8,,339,9,,4,,
,,,,,,,,,,,,,9,,184,11,,3,,
,,,,,,,,,,,,,10,,441,8,,4,,
,,,,,,,,,,,,,11,,377,4,,4,,
,,,,,,,,,,,,,12,,179,16,,3,,6613
,,,,,,,,,,,,,13,,518,10,,5,,171
,,,,,,,,,,,,,14,,164,18,,3,,72
,,,,,,,,,,,,,15,,459,14,,5,,
,,,,,,,,,,,,,16,,420,2,,4,,
,,,,,,,,,,,,,17,,397,6,,4,,
,,,,,,,,,,,,,18,,374,12,,4,,
,,,,,,,,Concra Wood,Red,,,73,1,,456,9,,5,,
,,,,,,,,,,,,,2,,328,3,,4,,
,,,,,,,,,,,,,3,,330,17,,4,,
,,,,,,,,,,,,,4,,491,5,,5,,
,,,,,,,,,,,,,5,,371,1,,4,,
,,,,,,,,,,,,,6,,144,15,,3,,
,,,,,,,,,,,,,7,,339,7,,4,,
,,,,,,,,,,,,,8,,317,11,,4,,
,,,,,,,,,,,,,9,,140,13,,3,,
,,,,,,,,,,,,,10,,407,10,,5,,
,,,,,,,,,,,,,11,,358,8,,4,,
,,,,,,,,,,,,,12,,163,14,,3,,5854
,,,,,,,,,,,,,13,,469,4,,5,,171
,,,,,,,,,,,,,14,,120,18,,3,,73
,,,,,,,,,,,,,15,,375,16,,5,,
,,,,,,,,,,,,,16,,367,2,,4,,
,,,,,,,,,,,,,17,,371,6,,4,,
,,,,,,,,,,,,,18,,308,12,,4,,
County Cavan Golf Club,Ireland,Central,Arnmore House! Drumelis! Cavan! Cavan! Eire,,(+353) 049 4331541,cavangc@iol.ie,http://www.cavangolf.ie/,County Cavan Golf Club,White,,,72,1,,288,6,,4,,
,,,,,,,,,,,,,2,,291,16,,4,,
,,,,,,,,,,,,,3,,371,2,,4,,
,,,,,,,,,,,,,4,,161,18,,3,,
,,,,,,,,,,,,,5,,350,4,,4,,
,,,,,,,,,,,,,6,,312,14,,4,,
,,,,,,,,,,,,,7,,488,12,,5,,
,,,,,,,,,,,,,8,,326,10,,4,,
,,,,,,,,,,,,,9,,171,8,,3,,
,,,,,,,,,,,,,10,,189,11,,3,,
,,,,,,,,,,,,,11,,303,13,,4,,
,,,,,,,,,,,,,12,,341,9,,4,,5634
,,,,,,,,,,,,,13,,133,17,,3,,171
,,,,,,,,,,,,,14,,381,5,,4,,70
,,,,,,,,,,,,,15,,377,1,,4,,
,,,,,,,,,,,,,16,,358,3,,4,,
,,,,,,,,,,,,,17,,447,15,,5,,
,,,,,,,,,,,,,18,,347,7,,4,,
County Longford Golf Club,Ireland,Central,Glack! Dublin Road! Longford,,043 46310,colonggolf@eircom.net,http://www.countylongfordgolfclub.com/,County Longford Golf Club,Yellow,,,70,1,,377,6,,4,,
,,,,,,,,,,,,,2,,309,15,,4,,
,,,,,,,,,,,,,3,,320,13,,4,,
,,,,,,,,,,,,,4,,156,12,,3,,
,,,,,,,,,,,,,5,,395,3,,4,,
,,,,,,,,,,,,,6,,369,5,,4,,
,,,,,,,,,,,,,7,,522,14,,5,,
,,,,,,,,,,,,,8,,182,9,,3,,
,,,,,,,,,,,,,9,,398,1,,4,,
,,,,,,,,,,,,,10,,395,2,,4,,
,,,,,,,,,,,,,11,,460,16,,5,,
,,,,,,,,,,,,,12,,323,11,,4,,6305
,,,,,,,,,,,,,13,,509,17,,5,,171
,,,,,,,,,,,,,14,,202,4,,3,,72
,,,,,,,,,,,,,15,,344,18,,4,,
,,,,,,,,,,,,,16,,372,10,,4,,
,,,,,,,,,,,,,17,,168,7,,3,,
,,,,,,,,,,,,,18,,504,8,,5,,
,,,,,,,,County Longford Golf Club - Medal,White,,,68,1,,338,1,,4,,
,,,,,,,,,,,,,2,,465,3,,4,,
,,,,,,,,,,,,,3,,145,2,,3,,
,,,,,,,,,,,,,4,,453,4,,4,,
,,,,,,,,,,,,,5,,176,5,,3,,
,,,,,,,,,,,,,6,,518,6,,5,,
,,,,,,,,,,,,,7,,210,7,,3,,
,,,,,,,,,,,,,8,,395,8,,4,,
,,,,,,,,,,,,,9,,448,9,,4,,
,,,,,,,,,,,,,10,,338,10,,4,,
,,,,,,,,,,,,,11,,465,11,,4,,
,,,,,,,,,,,,,12,,145,12,,3,,6296
,,,,,,,,,,,,,13,,453,13,,4,,171
,,,,,,,,,,,,,14,,176,14,,3,,68
,,,,,,,,,,,,,15,,518,15,,5,,
,,,,,,,,,,,,,16,,210,16,,3,,
,,,,,,,,,,,,,17,,395,17,,4,,
,,,,,,,,,,,,,18,,448,18,,4,,
Crover House Golf Club,Ireland,Central,Lough Sheelin! Mount Nugent! Co. Cavan! Cavan,,049 854 0206,amansworth@croverhousehotel.ie,http://www.croverhousehotel.ie/,Crover House,White,,,61,1,,165,9,,3,,
,,,,,,,,,,,,,2,,300,3,,4,,
,,,,,,,,,,,,,3,,306,5,,4,,
,,,,,,,,,,,,,4,,124,17,,3,,
,,,,,,,,,,,,,5,,270,7,,4,,
,,,,,,,,,,,,,6,,150,11,,3,,
,,,,,,,,,,,,,7,,128,13,,3,,
,,,,,,,,,,,,,8,,125,15,,3,,
,,,,,,,,,,,,,9,,590,1,,5,,
,,,,,,,,,,,,,10,,128,10,,3,,
,,,,,,,,,,,,,11,,305,4,,4,,
,,,,,,,,,,,,,12,,300,6,,4,,4202
,,,,,,,,,,,,,13,,116,18,,3,,171
,,,,,,,,,,,,,14,,278,8,,4,,64
,,,,,,,,,,,,,15,,140,12,,3,,
,,,,,,,,,,,,,16,,115,14,,3,,
,,,,,,,,,,,,,17,,112,16,,3,,
,,,,,,,,,,,,,18,,550,2,,5,,
Delvin Castle Golf Club,Ireland,Central,Clonyn! Delvin! Westmeath! Eire,,00 353 44 9664315,info@delvincastlegolf.com,http://www.delvincastlegolf.com/,,N/A,,,N/A,,,,,,,,
Edenderry Golf Club,Ireland,Central,Kishavanna! Edenderry! Offaly! Eire,,0405 31072,enquiries@edenderrygolfclub.com,http://www.edenderrygolfclub.com/,Edenderry Golf Club,Yellow,,,72,1,,285,17,,4,,
,,,,,,,,,,,,,2,,156,9,,3,,
,,,,,,,,,,,,,3,,466,11,,5,,
,,,,,,,,,,,,,4,,282,13,,4,,
,,,,,,,,,,,,,5,,404,1,,4,,
,,,,,,,,,,,,,6,,484,5,,5,,
,,,,,,,,,,,,,7,,480,3,,5,,
,,,,,,,,,,,,,8,,165,15,,3,,
,,,,,,,,,,,,,9,,323,7,,4,,
,,,,,,,,,,,,,10,,353,6,,4,,
,,,,,,,,,,,,,11,,476,18,,5,,
,,,,,,,,,,,,,12,,157,14,,3,,6191
,,,,,,,,,,,,,13,,404,2,,4,,171
,,,,,,,,,,,,,14,,358,8,,4,,73
,,,,,,,,,,,,,15,,412,4,,4,,
,,,,,,,,,,,,,16,,130,16,,3,,
,,,,,,,,,,,,,17,,517,10,,5,,
,,,,,,,,,,,,,18,,339,12,,4,,
Esker Hills,Ireland,Central,Ballykilmurray! Tullamore! Co. Offaly! Offaly! Eire,,+353 (0) 57 9355999,info@eskerhillsgolf.com,http://www.eskerhillsgolf.com/index.htm,Esker Hills,Green,,,69,1,,454,17,,5,,
,,,,,,,,,,,,,2,,320,11,,4,,
,,,,,,,,,,,,,3,,424,1,,4,,
,,,,,,,,,,,,,4,,340,5,,4,,
,,,,,,,,,,,,,5,,156,15,,3,,
,,,,,,,,,,,,,6,,481,9,,5,,
,,,,,,,,,,,,,7,,380,3,,4,,
,,,,,,,,,,,,,8,,321,13,,4,,
,,,,,,,,,,,,,9,,146,7,,3,,
,,,,,,,,,,,,,10,,284,18,,4,,
,,,,,,,,,,,,,11,,371,4,,4,,
,,,,,,,,,,,,,12,,334,6,,4,,5836
,,,,,,,,,,,,,13,,135,16,,3,,171
,,,,,,,,,,,,,14,,316,10,,4,,71
,,,,,,,,,,,,,15,,148,8,,3,,
,,,,,,,,,,,,,16,,478,14,,5,,
,,,,,,,,,,,,,17,,392,2,,4,,
,,,,,,,,,,,,,18,,356,12,,4,,
,,,,,,,,Esker Hills,White,,,70,1,,486,17,,5,,
,,,,,,,,,,,,,2,,337,11,,4,,
,,,,,,,,,,,,,3,,423,1,,4,,
,,,,,,,,,,,,,4,,353,5,,4,,
,,,,,,,,,,,,,5,,156,15,,3,,
,,,,,,,,,,,,,6,,501,9,,5,,
,,,,,,,,,,,,,7,,394,3,,4,,
,,,,,,,,,,,,,8,,334,13,,4,,
,,,,,,,,,,,,,9,,164,7,,3,,
,,,,,,,,,,,,,10,,298,18,,4,,
,,,,,,,,,,,,,11,,388,4,,4,,
,,,,,,,,,,,,,12,,348,6,,4,,6166
,,,,,,,,,,,,,13,,159,16,,3,,171
,,,,,,,,,,,,,14,,339,10,,4,,71
,,,,,,,,,,,,,15,,167,8,,3,,
,,,,,,,,,,,,,16,,530,14,,5,,
,,,,,,,,,,,,,17,,415,2,,4,,
,,,,,,,,,,,,,18,,374,12,,4,,
Glasson Golf Club,Ireland,Central,Glasson! Athlone! Westmeath! Eire,,353 0 90 6485120,info@glassongolf.ie,http://www.glassongolf.ie/,Glasson Golf Club,Yellow,,,71,1,,350,8,,4,,
,,,,,,,,,,,,,2,,491,13,,5,,
,,,,,,,,,,,,,3,,175,7,,3,,
,,,,,,,,,,,,,4,,368,5,,4,,
,,,,,,,,,,,,,5,,158,11,,3,,
,,,,,,,,,,,,,6,,498,12,,5,,
,,,,,,,,,,,,,7,,357,2,,4,,
,,,,,,,,,,,,,8,,387,14,,4,,
,,,,,,,,,,,,,9,,338,10,,4,,
,,,,,,,,,,,,,10,,476,18,,5,,
,,,,,,,,,,,,,11,,156,17,,3,,
,,,,,,,,,,,,,12,,374,9,,4,,6313
,,,,,,,,,,,,,13,,323,3,,4,,171
,,,,,,,,,,,,,14,,523,15,,5,,73
,,,,,,,,,,,,,15,,127,4,,3,,
,,,,,,,,,,,,,16,,376,1,,4,,
,,,,,,,,,,,,,17,,495,16,,5,,
,,,,,,,,,,,,,18,,341,6,,4,,
,,,,,,,,Glasson Golf Club,White,,,74,1,,373,8,,4,,
,,,,,,,,,,,,,2,,536,13,,5,,
,,,,,,,,,,,,,3,,190,7,,3,,
,,,,,,,,,,,,,4,,384,5,,4,,
,,,,,,,,,,,,,5,,177,11,,3,,
,,,,,,,,,,,,,6,,535,12,,5,,
,,,,,,,,,,,,,7,,386,2,,4,,
,,,,,,,,,,,,,8,,404,14,,4,,
,,,,,,,,,,,,,9,,377,10,,4,,
,,,,,,,,,,,,,10,,508,18,,5,,
,,,,,,,,,,,,,11,,170,17,,3,,
,,,,,,,,,,,,,12,,384,9,,4,,6836
,,,,,,,,,,,,,13,,369,3,,4,,171
,,,,,,,,,,,,,14,,563,15,,5,,73
,,,,,,,,,,,,,15,,177,4,,3,,
,,,,,,,,,,,,,16,,417,1,,4,,
,,,,,,,,,,,,,17,,525,16,,5,,
,,,,,,,,,,,,,18,,361,6,,4,,
Heath Portlaoise Golf Club,Ireland,Central,The Heath! Portlaoise! Portlaoise! Laois! Eire,,0502 46533,info@theheathgc.ie,http://www.theheathgc.ie/,The Heath  ,Green,,,69,1,,442,16,,5,,
,,,,,,,,,,,,,2,,150,12,,3,,
,,,,,,,,,,,,,3,,339,4,,4,,
,,,,,,,,,,,,,4,,452,10,,5,,
,,,,,,,,,,,,,5,,286,14,,4,,
,,,,,,,,,,,,,6,,332,6,,4,,
,,,,,,,,,,,,,7,,341,8,,4,,
,,,,,,,,,,,,,8,,330,2,,4,,
,,,,,,,,,,,,,9,,148,18,,3,,
,,,,,,,,,,,,,10,,330,7,,4,,
,,,,,,,,,,,,,11,,132,17,,3,,
,,,,,,,,,,,,,12,,332,13,,4,,5638
,,,,,,,,,,,,,13,,381,1,,4,,171
,,,,,,,,,,,,,14,,346,9,,4,,71
,,,,,,,,,,,,,15,,344,3,,4,,
,,,,,,,,,,,,,16,,473,15,,5,,
,,,,,,,,,,,,,17,,145,11,,3,,
,,,,,,,,,,,,,18,,335,5,,4,,
,,,,,,,,The Heath  ,White,,,68,1,,450,16,,5,,
,,,,,,,,,,,,,2,,160,12,,3,,
,,,,,,,,,,,,,3,,350,4,,4,,
,,,,,,,,,,,,,4,,458,10,,5,,
,,,,,,,,,,,,,5,,286,14,,4,,
,,,,,,,,,,,,,6,,359,6,,4,,
,,,,,,,,,,,,,7,,347,8,,4,,
,,,,,,,,,,,,,8,,351,2,,4,,
,,,,,,,,,,,,,9,,167,18,,3,,
,,,,,,,,,,,,,10,,341,7,,4,,
,,,,,,,,,,,,,11,,158,17,,3,,
,,,,,,,,,,,,,12,,341,13,,4,,5857
,,,,,,,,,,,,,13,,388,1,,4,,171
,,,,,,,,,,,,,14,,352,9,,4,,71
,,,,,,,,,,,,,15,,367,3,,4,,
,,,,,,,,,,,,,16,,482,15,,5,,
,,,,,,,,,,,,,17,,155,11,,3,,
,,,,,,,,,,,,,18,,345,5,,4,,
Heritage Golf & Spa Resort,Ireland,Central,Killenard! Laois,,+353 (0) 5786 45500,info@theheritage.com,info@theheritage.com,Heritage,Green,,,72,1,,365,16,,4,,
,,,,,,,,,,,,,2,,512,12,,5,,
,,,,,,,,,,,,,3,,384,10,,4,,
,,,,,,,,,,,,,4,,184,8,,3,,
,,,,,,,,,,,,,5,,407,2,,4,,
,,,,,,,,,,,,,6,,409,6,,4,,
,,,,,,,,,,,,,7,,168,18,,3,,
,,,,,,,,,,,,,8,,475,14,,5,,
,,,,,,,,,,,,,9,,375,4,,4,,
,,,,,,,,,,,,,10,,470,17,,5,,
,,,,,,,,,,,,,11,,289,11,,4,,
,,,,,,,,,,,,,12,,446,1,,4,,6516
,,,,,,,,,,,,,13,,426,5,,4,,171
,,,,,,,,,,,,,14,,499,7,,5,,72
,,,,,,,,,,,,,15,,153,15,,3,,
,,,,,,,,,,,,,16,,358,13,,4,,
,,,,,,,,,,,,,17,,195,9,,3,,
,,,,,,,,,,,,,18,,401,3,,4,,
Mannan Castle Golf Club,Ireland,Central,Donaghmoyne! Carrickmacross! Monaghan! Eire,,042 63308,info@mannancastlegolfclub.ie,http://www.mannancastlegolfclub.ie/,Mannan Castle Golf Club,White,,,68,1,,385,5,,4,,
,,,,,,,,,,,,,2,,150,15,,3,,
,,,,,,,,,,,,,3,,495,13,,5,,
,,,,,,,,,,,,,4,,400,1,,4,,
,,,,,,,,,,,,,5,,521,7,,5,,
,,,,,,,,,,,,,6,,370,9,,4,,
,,,,,,,,,,,,,7,,158,17,,3,,
,,,,,,,,,,,,,8,,381,3,,4,,
,,,,,,,,,,,,,9,,180,11,,3,,
,,,,,,,,,,,,,10,,378,6,,4,,
,,,,,,,,,,,,,11,,152,18,,3,,
,,,,,,,,,,,,,12,,274,16,,4,,5901
,,,,,,,,,,,,,13,,185,8,,3,,171
,,,,,,,,,,,,,14,,455,14,,5,,70
,,,,,,,,,,,,,15,,494,12,,5,,
,,,,,,,,,,,,,16,,373,2,,4,,
,,,,,,,,,,,,,17,,172,10,,3,,
,,,,,,,,,,,,,18,,378,4,,4,,
Moate Golf Club,Ireland,Central,Aghanargit! Moate! Westmeath! Eire,,090 6481271,info@moategolfclub.ie,http://www.moategolfclub.ie/,Moate Golf Club,White,,,68,1,,292,11,,4,,
,,,,,,,,,,,,,2,,166,9,,3,,
,,,,,,,,,,,,,3,,309,7,,4,,
,,,,,,,,,,,,,4,,99,13,,3,,
,,,,,,,,,,,,,5,,406,1,,4,,
,,,,,,,,,,,,,6,,350,3,,4,,
,,,,,,,,,,,,,7,,349,5,,4,,
,,,,,,,,,,,,,8,,332,15,,4,,
,,,,,,,,,,,,,9,,254,18,,4,,
,,,,,,,,,,,,,10,,320,17,,4,,
,,,,,,,,,,,,,11,,344,4,,4,,
,,,,,,,,,,,,,12,,326,8,,4,,5752
,,,,,,,,,,,,,13,,292,16,,4,,171
,,,,,,,,,,,,,14,,460,10,,5,,72
,,,,,,,,,,,,,15,,155,6,,3,,
,,,,,,,,,,,,,16,,476,12,,5,,
,,,,,,,,,,,,,17,,345,2,,4,,
,,,,,,,,,,,,,18,,477,14,,5,,
,,,,,,,,Moate Golf Club,Blue,,,71,1,,345,11,,4,,
,,,,,,,,,,,,,2,,182,9,,3,,
,,,,,,,,,,,,,3,,361,7,,4,,
,,,,,,,,,,,,,4,,110,13,,3,,
,,,,,,,,,,,,,5,,447,1,,4,,
,,,,,,,,,,,,,6,,398,3,,4,,
,,,,,,,,,,,,,7,,384,5,,4,,
,,,,,,,,,,,,,8,,365,15,,4,,
,,,,,,,,,,,,,9,,279,18,,4,,
,,,,,,,,,,,,,10,,352,17,,4,,
,,,,,,,,,,,,,11,,422,4,,4,,
,,,,,,,,,,,,,12,,358,8,,4,,6525
,,,,,,,,,,,,,13,,338,16,,4,,171
,,,,,,,,,,,,,14,,504,10,,5,,72
,,,,,,,,,,,,,15,,188,6,,3,,
,,,,,,,,,,,,,16,,524,12,,5,,
,,,,,,,,,,,,,17,,428,2,,4,,
,,,,,,,,,,,,,18,,540,14,,5,,
,,,,,,,,Aghanagrit,White,,,71,1,,292,11,,4,,
,,,,,,,,,,,,,2,,166,9,,3,,
,,,,,,,,,,,,,3,,309,7,,4,,
,,,,,,,,,,,,,4,,99,13,,3,,
