,,,,,,,,,,,,,14,,389,11,,4
,,,,,,,,,,,,,15,,477,7,,5
,,,,,,,,,,,,,16,,288,16,,4
,,,,,,,,,,,,,17,,428,4,,4
,,,,,,,,,,,,,18,,443,14,,4
,,,,,,,,Aberdovey,Yellow,,,70,1,,420,10,,4
,,,,,,,,,,,,,2,,310,8,,4
,,,,,,,,,,,,,3,,157,17,,3
,,,,,,,,,,,,,4,,374,3,,4
,,,,,,,,,,,,,5,,193,13,,3
,,,,,,,,,,,,,6,,331,6,,4
,,,,,,,,,,,,,7,,470,2,,5
,,,,,,,,,,,,,8,,310,15,,4
,,,,,,,,,,,,,9,,156,12,,3
,,,,,,,,,,,,,10,,408,5,,4
,,,,,,,,,,,,,11,,370,9,,4
,,,,,,,,,,,,,12,,131,18,,3
,,,,,,,,,,,,,13,,539,1,,5
,,,,,,,,,,,,,14,,383,11,,4
,,,,,,,,,,,,,15,,443,7,,5
,,,,,,,,,,,,,16,,281,16,,4
,,,,,,,,,,,,,17,,405,4,,4
,,,,,,,,,,,,,18,,419,14,,4
Abergele Golf Club,United Kingdom,Clwyd,Tan-y-gopa Road! Abergele,LL22 8DS,01745 824034,secretary@abergelegolfclub.freeserve.co.uk,http://www.abergelegolfclub.co.uk,Abersoch Golf Club,Yellow,,,66,1,,356,8,,4
,,,,,,,,,,,,,2,,158,16,,3
,,,,,,,,,,,,,3,,306,9,,4
,,,,,,,,,,,,,4,,107,18,,3
,,,,,,,,,,,,,5,,366,2,,4
,,,,,,,,,,,,,6,,144,17,,3
,,,,,,,,,,,,,7,,312,13,,4
,,,,,,,,,,,,,8,,396,4,,4
,,,,,,,,,,,,,9,,215,5,,3
,,,,,,,,,,,,,10,,270,12,,4
,,,,,,,,,,,,,11,,487,10,,5
,,,,,,,,,,,,,12,,163,15,,3
,,,,,,,,,,,,,13,,439,1,,4
,,,,,,,,,,,,,14,,339,6,,4
,,,,,,,,,,,,,15,,320,11,,4
,,,,,,,,,,,,,16,,315,7,,4
,,,,,,,,,,,,,17,,423,3,,4
,,,,,,,,,,,,,18,,298,14,,4
,,,,,,,,Abersoch Golf Club,Yellow,,,67,1,,371,7,,4
,,,,,,,,,,,,,2,,460,3,,5
,,,,,,,,,,,,,3,,221,5,,3
,,,,,,,,,,,,,4,,252,17,,4
,,,,,,,,,,,,,5,,492,11,,5
,,,,,,,,,,,,,6,,167,15,,3
,,,,,,,,,,,,,7,,442,1,,4
,,,,,,,,,,,,,8,,342,9,,4
,,,,,,,,,,,,,9,,330,13,,4
,,,,,,,,,,,,,10,,316,8,,4
,,,,,,,,,,,,,11,,432,2,,4
,,,,,,,,,,,,,12,,302,12,,4
,,,,,,,,,,,,,13,,359,6,,4
,,,,,,,,,,,,,14,,157,16,,3
,,,,,,,,,,,,,15,,304,10,,4
,,,,,,,,,,,,,16,,119,14,,3
,,,,,,,,,,,,,17,,382,4,,4
,,,,,,,,,,,,,18,,136,18,,3
,,,,,,,,Abersoch Golf Club - Mens,White,,,67,1,,361,8,,4
,,,,,,,,,,,,,2,,168,16,,3
,,,,,,,,,,,,,3,,310,9,,4
,,,,,,,,,,,,,4,,165,18,,3
,,,,,,,,,,,,,5,,372,2,,4
,,,,,,,,,,,,,6,,144,17,,3
,,,,,,,,,,,,,7,,319,13,,4
,,,,,,,,,,,,,8,,476,4,,5
,,,,,,,,,,,,,9,,246,5,,3
,,,,,,,,,,,,,10,,287,12,,4
,,,,,,,,,,,,,11,,505,10,,5
,,,,,,,,,,,,,12,,177,15,,3
,,,,,,,,,,,,,13,,455,1,,4
,,,,,,,,,,,,,14,,352,6,,4
,,,,,,,,,,,,,15,,325,11,,4
,,,,,,,,,,,,,16,,321,7,,4
,,,,,,,,,,,,,17,,441,3,,4
,,,,,,,,,,,,,18,,305,14,,4
Abersoch Golf Club,United Kingdom,Gwynedd,Golf Road! Abersoch,LL53 7EY,01758 712636,admin@abersochgolf.co.uk,http://www.abersochgolf.co.uk,Aberystwyth,White,,,67,1,,412,9,,4
,,,,,,,,,,,,,2,,427,3,,4
,,,,,,,,,,,,,3,,239,17,,4
,,,,,,,,,,,,,4,,346,13,,4
,,,,,,,,,,,,,5,,407,5,,4
,,,,,,,,,,,,,6,,402,1,,4
,,,,,,,,,,,,,7,,212,7,,3
,,,,,,,,,,,,,8,,302,15,,4
,,,,,,,,,,,,,9,,170,11,,3
,,,,,,,,,,,,,10,,356,10,,4
,,,,,,,,,,,,,11,,154,16,,3
,,,,,,,,,,,,,12,,407,2,,4
,,,,,,,,,,,,,13,,156,8,,3
,,,,,,,,,,,,,14,,268,14,,4
,,,,,,,,,,,,,15,,498,6,,5
,,,,,,,,,,,,,16,,116,18,,3
,,,,,,,,,,,,,17,,294,4,,4
,,,,,,,,,,,,,18,,166,12,,3
,,,,,,,,Aberystwyth,White,,,69,1,,431,5,,4
,,,,,,,,,,,,,2,,435,1,,4
,,,,,,,,,,,,,3,,253,17,,4
,,,,,,,,,,,,,4,,350,13,,4
,,,,,,,,,,,,,5,,417,7,,4
,,,,,,,,,,,,,6,,420,3,,4
,,,,,,,,,,,,,7,,218,11,,3
,,,,,,,,,,,,,8,,309,15,,4
,,,,,,,,,,,,,9,,185,9,,3
,,,,,,,,,,,,,10,,536,4,,5
,,,,,,,,,,,,,11,,513,18,,5
,,,,,,,,,,,,,12,,457,2,,4
,,,,,,,,,,,,,13,,175,10,,3
,,,,,,,,,,,,,14,,291,14,,4
,,,,,,,,,,,,,15,,507,12,,5
,,,,,,,,,,,,,16,,131,16,,3
,,,,,,,,,,,,,17,,307,6,,4
,,,,,,,,,,,,,18,,184,8,,3
,,,,,,,,Aberystwyth,Yellow,,,69,1,,412,5,,4
,,,,,,,,,,,,,2,,427,1,,4
,,,,,,,,,,,,,3,,239,17,,4
,,,,,,,,,,,,,4,,346,13,,4
,,,,,,,,,,,,,5,,407,7,,4
,,,,,,,,,,,,,6,,402,3,,4
,,,,,,,,,,,,,7,,212,11,,3
,,,,,,,,,,,,,8,,302,15,,4
,,,,,,,,,,,,,9,,170,9,,3
,,,,,,,,,,,,,10,,514,4,,5
,,,,,,,,,,,,,11,,465,18,,5
,,,,,,,,,,,,,12,,407,2,,4
,,,,,,,,,,,,,13,,156,10,,3
,,,,,,,,,,,,,14,,268,14,,4
,,,,,,,,,,,,,15,,498,12,,5
,,,,,,,,,,,,,16,,116,16,,3
,,,,,,,,,,,,,17,,294,6,,4
,,,,,,,,,,,,,18,,166,8,,3
Aberystwyth Golf Club,United Kingdom,Ceredigion,Brynymor Road! Aberystwyth,SY23 2HY,01970 615104,aberystwythgolf@talk21.com,http://www.aberystwythgolfclub.com,Monnow,Yellow,,,69,1,,115,10,,3
,,,,,,,,,,,,,2,,257,16,,4
,,,,,,,,,,,,,3,,100,18,,3
,,,,,,,,,,,,,4,,383,1,,4
,,,,,,,,,,,,,5,,284,3,,4
,,,,,,,,,,,,,6,,370,6,,4
,,,,,,,,,,,,,7,,162,8,,3
,,,,,,,,,,,,,8,,392,4,,4
,,,,,,,,,,,,,9,,436,11,,5
,,,,,,,,,,,,,10,,105,17,,3
,,,,,,,,,,,,,11,,409,7,,5
,,,,,,,,,,,,,12,,304,14,,4
,,,,,,,,,,,,,13,,303,13,,4
,,,,,,,,,,,,,14,,212,5,,3
,,,,,,,,,,,,,15,,145,15,,3
,,,,,,,,,,,,,16,,331,2,,4
,,,,,,,,,,,,,17,,472,9,,5
,,,,,,,,,,,,,18,,295,12,,4
,,,,,,,,Usk,Yellow,,,70,1,,251,18,,4
,,,,,,,,,,,,,2,,367,6,,4
,,,,,,,,,,,,,3,,403,1,,4
,,,,,,,,,,,,,4,,448,10,,5
,,,,,,,,,,,,,5,,292,16,,4
,,,,,,,,,,,,,6,,475,15,,5
,,,,,,,,,,,,,7,,143,7,,3
,,,,,,,,,,,,,8,,344,5,,4
,,,,,,,,,,,,,9,,413,3,,4
,,,,,,,,,,,,,10,,178,9,,3
,,,,,,,,,,,,,11,,282,17,,4
,,,,,,,,,,,,,12,,134,14,,3
,,,,,,,,,,,,,13,,358,2,,4
,,,,,,,,,,,,,14,,137,12,,3
,,,,,,,,,,,,,15,,410,13,,5
,,,,,,,,,,,,,16,,453,11,,5
,,,,,,,,,,,,,17,,196,4,,3
,,,,,,,,,,,,,18,,225,8,,3
,,,,,,,,Kings Course,White,,,72,1,,461,2,,4
,,,,,,,,,,,,,2,,120,18,,3
,,,,,,,,,,,,,3,,455,4,,4
,,,,,,,,,,,,,4,,327,12,,4
,,,,,,,,,,,,,5,,364,6,,4
,,,,,,,,,,,,,6,,159,17,,3
,,,,,,,,,,,,,7,,511,10,,5
,,,,,,,,,,,,,8,,395,8,,4
,,,,,,,,,,,,,9,,158,14,,3
,,,,,,,,,,,,,10,,396,16,,4
,,,,,,,,,,,,,11,,379,1,,4
,,,,,,,,,,,,,12,,141,15,,3
,,,,,,,,,,,,,13,,485,7,,5
,,,,,,,,,,,,,14,,155,9,,3
,,,,,,,,,,,,,15,,491,3,,5
,,,,,,,,,,,,,16,,479,5,,5
,,,,,,,,,,,,,17,,220,11,,3
,,,,,,,,,,,,,18,,489,13,,5
,,,,,,,,Usk,White,,,70,1,,305,18,,4
,,,,,,,,,,,,,2,,377,6,,4
,,,,,,,,,,,,,3,,413,1,,4
,,,,,,,,,,,,,4,,485,10,,5
,,,,,,,,,,,,,5,,298,16,,4
,,,,,,,,,,,,,6,,536,15,,5
,,,,,,,,,,,,,7,,158,7,,3
,,,,,,,,,,,,,8,,357,5,,4
,,,,,,,,,,,,,9,,423,3,,4
,,,,,,,,,,,,,10,,191,9,,3
,,,,,,,,,,,,,11,,295,17,,4
,,,,,,,,,,,,,12,,167,14,,3
,,,,,,,,,,,,,13,,373,2,,4
,,,,,,,,,,,,,14,,158,12,,3
,,,,,,,,,,,,,15,,471,13,,5
,,,,,,,,,,,,,16,,515,11,,5
,,,,,,,,,,,,,17,,214,4,,3
,,,,,,,,,,,,,18,,231,8,,3
Alice Springs Golf Club,United Kingdom,Gwent,Bettws Newydd! Usk,NP5 1JY,01873 880708,alice@springs18.fsnet.co.uk,http://www.alicespringsgolfclub.co.uk,,N/A,,,N/A,,,,,,
Allt Gymbyd Golf Course,United Kingdom,Clwyd,Llanarmon-yn-Ial! Mold,CH7 4QU,01824 780647,,,Winstons - 9 Hole,White,,,35,1,,212,3,,3
,,,,,,,,,,,,,2,,247,2,,4
,,,,,,,,,,,,,3,,386,1,,5
,,,,,,,,,,,,,4,,147,7,,3
,,,,,,,,,,,,,5,,247,5,,4
,,,,,,,,,,,,,6,,204,8,,4
,,,,,,,,,,,,,7,,244,6,,4
,,,,,,,,,,,,,8,,324,9,,5
,,,,,,,,,,,,,9,,209,4,,3
Allt y Graban Golf Club,United Kingdom,West Glamorgan,Allt-y-Graban Road! Swansea,SA4 1DT,01792 885757,,,Alltygraban,Yellow,,,64,1,,307,9,,4
,,,,,,,,,,,,,2,,250,18,,4
,,,,,,,,,,,,,3,,336,7,,4
,,,,,,,,,,,,,4,,265,15,,4
,,,,,,,,,,,,,5,,160,13,,3
,,,,,,,,,,,,,6,,180,11,,3
,,,,,,,,,,,,,7,,380,3,,4
,,,,,,,,,,,,,8,,205,14,,3
,,,,,,,,,,,,,9,,365,1,,4
,,,,,,,,,,,,,10,,307,8,,4
,,,,,,,,,,,,,11,,250,17,,4
,,,,,,,,,,,,,12,,336,6,,4
,,,,,,,,,,,,,13,,365,4,,4
,,,,,,,,,,,,,14,,180,5,,3
,,,,,,,,,,,,,15,,170,12,,3
,,,,,,,,,,,,,16,,469,10,,5
,,,,,,,,,,,,,17,,165,16,,3
,,,,,,,,,,,,,18,,375,2,,4
Anglesey Golf Club,United Kingdom,Anglesey,Station Road Rhosneigr! Holyhead,LL64 5QX,01407 811127,info@theangleseygolfclub.com,http://www.angleseygolfclub.co.uk/,Anglesey Golf Club,White,,,71,1,,199,10,,3
,,,,,,,,,,,,,2,,382,8,,4
,,,,,,,,,,,,,3,,346,4,,4
,,,,,,,,,,,,,4,,330,14,,4
,,,,,,,,,,,,,5,,352,12,,4
,,,,,,,,,,,,,6,,168,18,,3
,,,,,,,,,,,,,7,,458,16,,5
,,,,,,,,,,,,,8,,379,2,,4
,,,,,,,,,,,,,9,,391,6,,4
,,,,,,,,,,,,,10,,365,7,,4
,,,,,,,,,,,,,11,,380,9,,4
,,,,,,,,,,,,,12,,355,13,,4
,,,,,,,,,,,,,13,,192,11,,3
,,,,,,,,,,,,,14,,390,1,,4
,,,,,,,,,,,,,15,,387,5,,4
,,,,,,,,,,,,,16,,168,17,,3
,,,,,,,,,,,,,17,,467,15,,5
,,,,,,,,,,,,,18,,375,3,,4
,,,,,,,,Rhosneigr,Yellow,,,68,1,,192,12,,3
,,,,,,,,,,,,,2,,360,4,,4
,,,,,,,,,,,,,3,,335,10,,4
,,,,,,,,,,,,,4,,346,16,,4
,,,,,,,,,,,,,5,,350,14,,4
,,,,,,,,,,,,,6,,142,18,,3
,,,,,,,,,,,,,7,,438,2,,4
,,,,,,,,,,,,,8,,343,8,,4
,,,,,,,,,,,,,9,,380,6,,4
,,,,,,,,,,,,,10,,363,7,,4
,,,,,,,,,,,,,11,,372,9,,4
,,,,,,,,,,,,,12,,337,13,,4
,,,,,,,,,,,,,13,,147,15,,3
,,,,,,,,,,,,,14,,385,3,,4
,,,,,,,,,,,,,15,,365,11,,4
,,,,,,,,,,,,,16,,158,17,,3
,,,,,,,,,,,,,17,,432,1,,4
,,,,,,,,,,,,,18,,375,5,,4
Ashburnham Golf Club,United Kingdom,Ceredigion,Cliffe Terrace! Burry Port,SA16 0HN,01554 832269,golf@ashburnhamgolfclub.co.uk,http://www.ashburnhamgolfclub.co.uk,Ashburnham,White,,,72,1,,185,9,,3
,,,,,,,,,,,,,2,,440,3,,4
,,,,,,,,,,,,,3,,325,17,,4
,,,,,,,,,,,,,4,,378,7,,4
,,,,,,,,,,,,,5,,481,15,,5
,,,,,,,,,,,,,6,,173,11,,3
,,,,,,,,,,,,,7,,369,5,,4
,,,,,,,,,,,,,8,,511,13,,5
,,,,,,,,,,,,,9,,410,1,,4
,,,,,,,,,,,,,10,,553,14,,5
,,,,,,,,,,,,,11,,391,12,,4
,,,,,,,,,,,,,12,,372,6,,4
,,,,,,,,,,,,,13,,135,18,,3
,,,,,,,,,,,,,14,,509,10,,5
,,,,,,,,,,,,,15,,449,2,,4
,,,,,,,,,,,,,16,,158,16,,3
,,,,,,,,,,,,,17,,428,4,,4
,,,,,,,,,,,,,18,,357,8,,4
,,,,,,,,Ashburnham,Yellow,,,71,1,,177,9,,3
,,,,,,,,,,,,,2,,431,3,,4
,,,,,,,,,,,,,3,,291,17,,4
,,,,,,,,,,,,,4,,356,7,,4
,,,,,,,,,,,,,5,,443,15,,5
,,,,,,,,,,,,,6,,166,11,,3
,,,,,,,,,,,,,7,,315,5,,4
,,,,,,,,,,,,,8,,486,13,,5
,,,,,,,,,,,,,9,,396,1,,4
,,,,,,,,,,,,,10,,504,14,,5
,,,,,,,,,,,,,11,,360,12,,4
,,,,,,,,,,,,,12,,330,6,,4
,,,,,,,,,,,,,13,,130,18,,3
,,,,,,,,,,,,,14,,478,10,,5
,,,,,,,,,,,,,15,,439,2,,4
,,,,,,,,,,,,,16,,145,16,,3
,,,,,,,,,,,,,17,,417,4,,4
,,,,,,,,,,,,,18,,348,8,,4
Bala Golf Club,United Kingdom,Gwynedd,Penlan! Bala,LL23 7BC,01678 520359,balagolfclub@onetel.com,http://www.golffbala.co.uk/welcome.cfm,,N/A,,,N/A,,,,,,
Bala Lake Hotel Golf Club,United Kingdom,Gwynedd,Bala,LL23 7YF,01678 520344,,,,N/A,,,N/A,,,,,,
Bargoed Golf Club,United Kingdom,Mid Glamorgan,Heolddu! Bargoed,CF8 9GF,01443 8301433,edgreen@bargoedgc.fsnet.co.uk,,Bargoed Golf Club,Yellow,,,72,1,,263,15,,4
,,,,,,,,,,,,,2,,172,6,,3
,,,,,,,,,,,,,3,,491,11,,5
,,,,,,,,,,,,,4,,437,1,,4
,,,,,,,,,,,,,5,,347,3,,4
,,,,,,,,,,,,,6,,381,7,,4
,,,,,,,,,,,,,7,,118,17,,3
,,,,,,,,,,,,,8,,328,12,,4
,,,,,,,,,,,,,9,,321,14,,4
,,,,,,,,,,,,,10,,134,18,,3
,,,,,,,,,,,,,11,,370,5,,4
,,,,,,,,,,,,,12,,330,13,,4
,,,,,,,,,,,,,13,,140,16,,3
,,,,,,,,,,,,,14,,530,4,,5
,,,,,,,,,,,,,15,,346,9,,4
,,,,,,,,,,,,,16,,400,2,,4
,,,,,,,,,,,,,17,,363,10,,4
,,,,,,,,,,,,,18,,355,8,,4
Baron Hill Golf Club,United Kingdom,Anglesey,Beaumaris,LL58 8YW,01248 810231,golf@baronhill.co.uk,http://www.baronhill.co.uk,Baron Hill Golf Club,Yellow,,,67,1,,273,13,,4
,,,,,,,,,,,,,2,,399,5,,4
,,,,,,,,,,,,,3,,386,1,,4
,,,,,,,,,,,,,4,,435,3,,4
,,,,,,,,,,,,,5,,177,11,,3
,,,,,,,,,,,,,6,,311,7,,4
,,,,,,,,,,,,,7,,256,15,,4
,,,,,,,,,,,,,8,,130,17,,3
,,,,,,,,,,,,,9,,303,9,,4
,,,,,,,,,,,,,10,,273,14,,4
,,,,,,,,,,,,,11,,399,6,,4
,,,,,,,,,,,,,12,,386,2,,4
,,,,,,,,,,,,,13,,435,4,,4
,,,,,,,,,,,,,14,,177,12,,3
,,,,,,,,,,,,,15,,311,8,,4
,,,,,,,,,,,,,16,,256,16,,4
,,,,,,,,,,,,,17,,130,18,,3
,,,,,,,,,,,,,18,,303,10,,4
Began Park Golf Centre,United Kingdom,South Glamorgan,Began Road! Old St Mellons! Cardiff,CF13 1PC,029 20361122,info@cardiffgolf.com,http://www.begangolf.co.uk/,Began Park Golf Centre,Yellow,,,54,1,,76,17,,3
,,,,,,,,,,,,,2,,104,3,,3
,,,,,,,,,,,,,3,,101,5,,3
,,,,,,,,,,,,,4,,85,11,,3
,,,,,,,,,,,,,5,,80,15,,3
,,,,,,,,,,,,,6,,90,9,,3
,,,,,,,,,,,,,7,,100,7,,3
,,,,,,,,,,,,,8,,106,1,,3
,,,,,,,,,,,,,9,,81,13,,3
,,,,,,,,,,,,,10,,76,18,,3
,,,,,,,,,,,,,11,,104,4,,3
,,,,,,,,,,,,,12,,101,6,,3
,,,,,,,,,,,,,13,,85,12,,3
,,,,,,,,,,,,,14,,80,16,,3
,,,,,,,,,,,,,15,,90,10,,3
,,,,,,,,,,,,,16,,100,8,,3
,,,,,,,,,,,,,17,,106,2,,3
,,,,,,,,,,,,,18,,81,14,,3
,,,,,,,,Began Park Golf Centre - 9 Hole,Yellow,,,54,1,,103,9,,3
,,,,,,,,,,,,,2,,108,2,,3
,,,,,,,,,,,,,3,,113,3,,3
,,,,,,,,,,,,,4,,85,6,,3
,,,,,,,,,,,,,5,,80,8,,3
,,,,,,,,,,,,,6,,105,5,,3
,,,,,,,,,,,,,7,,100,4,,3
,,,,,,,,,,,,,8,,106,1,,3
,,,,,,,,,,,,,9,,81,7,,3
Betws-y-Coed Golf Club,United Kingdom,Clwyd,Betws-y- Coed,LL24 0AL,01690 710556,info@betwsycoed.co.uk,http://www.betws-y-coed.co.uk,Betws-y-Coed Golf Club,White,,,64,1,,299,15,,4
,,,,,,,,,,,,,2,,315,13,,4
,,,,,,,,,,,,,3,,215,7,,3
,,,,,,,,,,,,,4,,322,11,,4
,,,,,,,,,,,,,5,,208,5,,3
,,,,,,,,,,,,,6,,149,18,,3
,,,,,,,,,,,,,7,,189,16,,3
,,,,,,,,,,,,,8,,371,3,,4
,,,,,,,,,,,,,9,,387,1,,4
,,,,,,,,,,,,,10,,308,17,,4
,,,,,,,,,,,,,11,,316,12,,4
,,,,,,,,,,,,,12,,214,10,,3
,,,,,,,,,,,,,13,,344,6,,4
,,,,,,,,,,,,,14,,192,9,,3
,,,,,,,,,,,,,15,,210,8,,3
,,,,,,,,,,,,,16,,202,14,,3
,,,,,,,,,,,,,17,,367,2,,4
,,,,,,,,,,,,,18,,390,4,,4
,,,,,,,,Betws-y-Coed Golf Club,Yellow,,,63,1,,287,15,,4
,,,,,,,,,,,,,2,,308,13,,4
,,,,,,,,,,,,,3,,207,7,,3
,,,,,,,,,,,,,4,,312,11,,4
,,,,,,,,,,,,,5,,203,5,,3
,,,,,,,,,,,,,6,,143,18,,3
,,,,,,,,,,,,,7,,182,16,,3
,,,,,,,,,,,,,8,,366,3,,4
,,,,,,,,,,,,,9,,382,1,,4
,,,,,,,,,,,,,10,,292,17,,4
,,,,,,,,,,,,,11,,304,12,,4
,,,,,,,,,,,,,12,,208,10,,3
,,,,,,,,,,,,,13,,339,6,,4
,,,,,,,,,,,,,14,,188,9,,3
,,,,,,,,,,,,,15,,205,8,,3
,,,,,,,,,,,,,16,,199,14,,3
,,,,,,,,,,,,,17,,363,2,,4
,,,,,,,,,,,,,18,,386,4,,4
Blackwood Golf Club,United Kingdom,Gwent,JE Power! Blackwood,NP2 1EL,01495 223152,,,Hamilton,Yellow,,,69,1,,343,6,,4
,,,,,,,,,,,,,2,,529,12,,5
,,,,,,,,,,,,,3,,206,8,,3
,,,,,,,,,,,,,4,,306,18,,4
,,,,,,,,,,,,,5,,398,2,,4
,,,,,,,,,,,,,6,,321,14,,4
,,,,,,,,,,,,,7,,165,10,,3
,,,,,,,,,,,,,8,,370,4,,4
,,,,,,,,,,,,,9,,471,16,,5
,,,,,,,,,,,,,10,,421,3,,4
,,,,,,,,,,,,,11,,341,11,,4
,,,,,,,,,,,,,12,,152,15,,3
,,,,,,,,,,,,,13,,415,1,,4
,,,,,,,,,,,,,14,,475,17,,5
,,,,,,,,,,,,,15,,385,5,,4
,,,,,,,,,,,,,16,,164,7,,3
,,,,,,,,,,,,,17,,355,9,,4
,,,,,,,,,,,,,18,,331,13,,4
,,,,,,,,Hamilton,White,,,70,1,,354,6,,4
,,,,,,,,,,,,,2,,540,12,,5
,,,,,,,,,,,,,3,,212,8,,3
,,,,,,,,,,,,,4,,329,18,,4
,,,,,,,,,,,,,5,,419,2,,4
,,,,,,,,,,,,,6,,332,14,,4
,,,,,,,,,,,,,7,,165,10,,3
,,,,,,,,,,,,,8,,380,4,,4
,,,,,,,,,,,,,9,,480,16,,5
,,,,,,,,,,,,,10,,436,3,,4
,,,,,,,,,,,,,11,,354,11,,4
,,,,,,,,,,,,,12,,166,15,,3
,,,,,,,,,,,,,13,,436,1,,4
,,,,,,,,,,,,,14,,491,17,,5
,,,,,,,,,,,,,15,,404,5,,4
,,,,,,,,,,,,,16,,180,7,,3
,,,,,,,,,,,,,17,,365,9,,4
,,,,,,,,,,,,,18,,349,13,,4
,,,,,,,,Hamilton,Red,,,70,1,,296,12,,4
,,,,,,,,,,,,,2,,436,10,,5
,,,,,,,,,,,,,3,,210,6,,4
,,,,,,,,,,,,,4,,295,18,,4
,,,,,,,,,,,,,5,,339,2,,4
,,,,,,,,,,,,,6,,311,14,,4
,,,,,,,,,,,,,7,,158,16,,3
,,,,,,,,,,,,,8,,305,4,,4
,,,,,,,,,,,,,9,,435,8,,5
,,,,,,,,,,,,,10,,398,3,,4
,,,,,,,,,,,,,11,,293,17,,4
,,,,,,,,,,,,,12,,132,9,,3
,,,,,,,,,,,,,13,,375,1,,4
,,,,,,,,,,,,,14,,415,11,,5
,,,,,,,,,,,,,15,,293,5,,4
,,,,,,,,,,,,,16,,132,7,,3
,,,,,,,,,,,,,17,,265,13,,4
,,,,,,,,,,,,,18,,235,15,,4
Borth and Ynyslas Golf Club,United Kingdom,Ceredigion,Borth,SY24 5JS,01970 871202,secretary@borthgolf.co.uk,http://www.borthgolf.co.uk,Borth and Ynyslas Golf Club,White,,,70,1,,385,11,,4
,,,,,,,,,,,,,2,,455,1,,4
,,,,,,,,,,,,,3,,360,5,,4
,,,,,,,,,,,,,4,,507,13,,5
,,,,,,,,,,,,,5,,347,9,,4
,,,,,,,,,,,,,6,,342,7,,4
,,,,,,,,,,,,,7,,197,17,,3
,,,,,,,,,,,,,8,,521,3,,5
,,,,,,,,,,,,,9,,177,15,,3
,,,,,,,,,,,,,10,,412,2,,4
,,,,,,,,,,,,,11,,170,16,,3
,,,,,,,,,,,,,12,,329,10,,4
,,,,,,,,,,,,,13,,478,4,,5
,,,,,,,,,,,,,14,,204,6,,3
,,,,,,,,,,,,,15,,315,18,,4
,,,,,,,,,,,,,16,,184,8,,3
,,,,,,,,,,,,,17,,350,14,,4
,,,,,,,,,,,,,18,,383,12,,4
,,,,,,,,Borth and Ynyslas Golf Club,Yellow,,,68,1,,381,11,,4
,,,,,,,,,,,,,2,,409,1,,4
,,,,,,,,,,,,,3,,357,5,,4
,,,,,,,,,,,,,4,,507,13,,5
,,,,,,,,,,,,,5,,309,9,,4
,,,,,,,,,,,,,6,,342,7,,4
,,,,,,,,,,,,,7,,171,17,,3
,,,,,,,,,,,,,8,,480,3,,5
,,,,,,,,,,,,,9,,171,15,,3
,,,,,,,,,,,,,10,,409,2,,4
,,,,,,,,,,,,,11,,130,16,,3
